"filename", "language", "Markdown", "Makefile", "C++", "HTML", "XML", "Shell Script", "C", "Java", "CMake", "Ruby", "SCSS", "YAML", "Python", "JSON", "PowerShell", "Docker", "Ini", "comment", "blank", "total"
"/home/ysh/LSM/rocksdb/buckifier/targets_builder.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 53, 14, 171
"/home/ysh/LSM/rocksdb/buckifier/targets_cfg.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 1, 10, 44
"/home/ysh/LSM/rocksdb/buckifier/util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 15, 23, 118
"/home/ysh/LSM/rocksdb/build_tools/amalgamate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 28, 18, 168
"/home/ysh/LSM/rocksdb/build_tools/benchmark_log_tool.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 27, 33, 239
"/home/ysh/LSM/rocksdb/build_tools/check-sources.sh", "Shell Script", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 49
"/home/ysh/LSM/rocksdb/build_tools/dependencies_platform010.sh", "Shell Script", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 23
"/home/ysh/LSM/rocksdb/build_tools/dockerbuild.sh", "Shell Script", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4
"/home/ysh/LSM/rocksdb/build_tools/error_filter.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 26, 41, 181
"/home/ysh/LSM/rocksdb/build_tools/fb_compile_mongo.sh", "Shell Script", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 56
"/home/ysh/LSM/rocksdb/build_tools/fbcode_config.sh", "Shell Script", 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 34, 176
"/home/ysh/LSM/rocksdb/build_tools/fbcode_config_platform010.sh", "Shell Script", 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 35, 176
"/home/ysh/LSM/rocksdb/build_tools/format-diff.sh", "Shell Script", 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 17, 207
"/home/ysh/LSM/rocksdb/build_tools/make_package.sh", "Shell Script", 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 130
"/home/ysh/LSM/rocksdb/build_tools/regression_build_test.sh", "Shell Script", 0, 0, 0, 0, 0, 339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 34, 397
"/home/ysh/LSM/rocksdb/build_tools/run_ci_db_test.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 303, 0, 0, 104, 87, 494
"/home/ysh/LSM/rocksdb/build_tools/setup_centos7.sh", "Shell Script", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 46
"/home/ysh/LSM/rocksdb/build_tools/ubuntu20_image/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 19, 5, 58
"/home/ysh/LSM/rocksdb/build_tools/update_dependencies.sh", "Shell Script", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 23, 107
"/home/ysh/LSM/rocksdb/build_tools/version.sh", "Shell Script", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 24
"/home/ysh/LSM/rocksdb/cache/cache.cc", "C++", 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 24, 199
"/home/ysh/LSM/rocksdb/cache/cache_bench.cc", "C++", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 21
"/home/ysh/LSM/rocksdb/cache/cache_bench_tool.cc", "C++", 0, 0, 882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 113, 1177
"/home/ysh/LSM/rocksdb/cache/cache_entry_roles.cc", "C++", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 105
"/home/ysh/LSM/rocksdb/cache/cache_entry_roles.h", "C++", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 21
"/home/ysh/LSM/rocksdb/cache/cache_entry_stats.h", "C++", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 24, 183
"/home/ysh/LSM/rocksdb/cache/cache_helpers.cc", "C++", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 42
"/home/ysh/LSM/rocksdb/cache/cache_helpers.h", "C++", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 31, 140
"/home/ysh/LSM/rocksdb/cache/cache_key.cc", "C++", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 289, 16, 365
"/home/ysh/LSM/rocksdb/cache/cache_key.h", "C++", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 22, 144
"/home/ysh/LSM/rocksdb/cache/cache_reservation_manager.cc", "C++", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 21, 185
"/home/ysh/LSM/rocksdb/cache/cache_reservation_manager.h", "C++", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 30, 319
"/home/ysh/LSM/rocksdb/cache/cache_reservation_manager_test.cc", "C++", 0, 0, 399, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 42, 469
"/home/ysh/LSM/rocksdb/cache/cache_test.cc", "C++", 0, 0, 821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 143, 1111
"/home/ysh/LSM/rocksdb/cache/charged_cache.cc", "C++", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 112
"/home/ysh/LSM/rocksdb/cache/charged_cache.h", "C++", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18, 62
"/home/ysh/LSM/rocksdb/cache/clock_cache.cc", "C++", 0, 0, 2309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1067, 298, 3674
"/home/ysh/LSM/rocksdb/cache/clock_cache.h", "C++", 0, 0, 404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 600, 168, 1172
"/home/ysh/LSM/rocksdb/cache/compressed_secondary_cache.cc", "C++", 0, 0, 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 49, 448
"/home/ysh/LSM/rocksdb/cache/compressed_secondary_cache.h", "C++", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 37, 156
"/home/ysh/LSM/rocksdb/cache/compressed_secondary_cache_test.cc", "C++", 0, 0, 1101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 195, 1383
"/home/ysh/LSM/rocksdb/cache/lru_cache.cc", "C++", 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 73, 737
"/home/ysh/LSM/rocksdb/cache/lru_cache.h", "C++", 0, 0, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 88, 474
"/home/ysh/LSM/rocksdb/cache/lru_cache_test.cc", "C++", 0, 0, 2019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 368, 346, 2733
"/home/ysh/LSM/rocksdb/cache/secondary_cache.cc", "C++", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 11
"/home/ysh/LSM/rocksdb/cache/secondary_cache_adapter.cc", "C++", 0, 0, 526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 52, 755
"/home/ysh/LSM/rocksdb/cache/secondary_cache_adapter.h", "C++", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 104
"/home/ysh/LSM/rocksdb/cache/sharded_cache.cc", "C++", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 19, 148
"/home/ysh/LSM/rocksdb/cache/sharded_cache.h", "C++", 0, 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 44, 323
"/home/ysh/LSM/rocksdb/cache/tiered_secondary_cache.cc", "C++", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 12, 126
"/home/ysh/LSM/rocksdb/cache/tiered_secondary_cache.h", "C++", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28, 159
"/home/ysh/LSM/rocksdb/cache/tiered_secondary_cache_test.cc", "C++", 0, 0, 832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 135, 1059
"/home/ysh/LSM/rocksdb/cache/typed_cache.h", "C++", 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 46, 381
"/home/ysh/LSM/rocksdb/common.mk", "Makefile", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 31
"/home/ysh/LSM/rocksdb/coverage/coverage_test.sh", "Shell Script", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 83
"/home/ysh/LSM/rocksdb/coverage/parse_gcov_output.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 25, 28, 128
"/home/ysh/LSM/rocksdb/crash_test.mk", "Makefile", 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 39, 168
"/home/ysh/LSM/rocksdb/db/arena_wrapped_db_iter.cc", "C++", 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 26, 277
"/home/ysh/LSM/rocksdb/db/arena_wrapped_db_iter.h", "C++", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 25, 149
"/home/ysh/LSM/rocksdb/db/attribute_group_iterator_impl.cc", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 21
"/home/ysh/LSM/rocksdb/db/attribute_group_iterator_impl.h", "C++", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22, 109
"/home/ysh/LSM/rocksdb/db/blob/blob_constants.h", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 17
"/home/ysh/LSM/rocksdb/db/blob/blob_contents.cc", "C++", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 43
"/home/ysh/LSM/rocksdb/db/blob/blob_contents.h", "C++", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 61
"/home/ysh/LSM/rocksdb/db/blob/blob_counting_iterator.h", "C++", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 36, 151
"/home/ysh/LSM/rocksdb/db/blob/blob_counting_iterator_test.cc", "C++", 0, 0, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 47, 328
"/home/ysh/LSM/rocksdb/db/blob/blob_fetcher.cc", "C++", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 35
"/home/ysh/LSM/rocksdb/db/blob/blob_fetcher.h", "C++", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 38
"/home/ysh/LSM/rocksdb/db/blob/blob_file_addition.cc", "C++", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 39, 157
"/home/ysh/LSM/rocksdb/db/blob/blob_file_addition.h", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 68
"/home/ysh/LSM/rocksdb/db/blob/blob_file_addition_test.cc", "C++", 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48, 212
"/home/ysh/LSM/rocksdb/db/blob/blob_file_builder.cc", "C++", 0, 0, 335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 86, 433
"/home/ysh/LSM/rocksdb/db/blob/blob_file_builder.h", "C++", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 114
"/home/ysh/LSM/rocksdb/db/blob/blob_file_builder_test.cc", "C++", 0, 0, 497, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 154, 677
"/home/ysh/LSM/rocksdb/db/blob/blob_file_cache.cc", "C++", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26, 112
"/home/ysh/LSM/rocksdb/db/blob/blob_file_cache.h", "C++", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 14, 66
"/home/ysh/LSM/rocksdb/db/blob/blob_file_cache_test.cc", "C++", 0, 0, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 64, 280
"/home/ysh/LSM/rocksdb/db/blob/blob_file_completion_callback.h", "C++", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 85
"/home/ysh/LSM/rocksdb/db/blob/blob_file_garbage.cc", "C++", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 37, 135
"/home/ysh/LSM/rocksdb/db/blob/blob_file_garbage.h", "C++", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 58
"/home/ysh/LSM/rocksdb/db/blob/blob_file_garbage_test.cc", "C++", 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44, 175
"/home/ysh/LSM/rocksdb/db/blob/blob_file_meta.cc", "C++", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 63
"/home/ysh/LSM/rocksdb/db/blob/blob_file_meta.h", "C++", 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 30, 172
"/home/ysh/LSM/rocksdb/db/blob/blob_file_reader.cc", "C++", 0, 0, 490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 125, 626
"/home/ysh/LSM/rocksdb/db/blob/blob_file_reader.h", "C++", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23, 112
"/home/ysh/LSM/rocksdb/db/blob/blob_file_reader_test.cc", "C++", 0, 0, 799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 202, 1024
"/home/ysh/LSM/rocksdb/db/blob/blob_garbage_meter.cc", "C++", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25, 101
"/home/ysh/LSM/rocksdb/db/blob/blob_garbage_meter.h", "C++", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 103
"/home/ysh/LSM/rocksdb/db/blob/blob_garbage_meter_test.cc", "C++", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 51, 198
"/home/ysh/LSM/rocksdb/db/blob/blob_index.h", "C++", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 25, 188
"/home/ysh/LSM/rocksdb/db/blob/blob_log_format.cc", "C++", 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 144
"/home/ysh/LSM/rocksdb/db/blob/blob_log_format.h", "C++", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 36, 165
"/home/ysh/LSM/rocksdb/db/blob/blob_log_sequential_reader.cc", "C++", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25, 134
"/home/ysh/LSM/rocksdb/db/blob/blob_log_sequential_reader.h", "C++", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 22, 83
"/home/ysh/LSM/rocksdb/db/blob/blob_log_writer.cc", "C++", 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31, 208
"/home/ysh/LSM/rocksdb/db/blob/blob_log_writer.h", "C++", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 88
"/home/ysh/LSM/rocksdb/db/blob/blob_read_request.h", "C++", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 59
"/home/ysh/LSM/rocksdb/db/blob/blob_source.cc", "C++", 0, 0, 348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 88, 461
"/home/ysh/LSM/rocksdb/db/blob/blob_source.h", "C++", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 30, 166
"/home/ysh/LSM/rocksdb/db/blob/blob_source_test.cc", "C++", 0, 0, 1216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 312, 1620
